,text,labels
1396,Standing on top of Makalu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
1397,Climbers usually spend weeks acclimatizing before attempting Dhaulagiri.,O O O O O O O O
1398,The landscape around K2 is truly breathtaking.,O O O B-Mountain O O O
1399,The ascent of Makalu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
1400,We are planning an expedition to Kangchenjunga next year.,O O O O O O B-Mountain O O
1401,Mont Blanc is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
1402,The ascent of Mount Kilimanjaro is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
1403,Mont Blanc is known for its incredible views.,B-Mountain I-Mountain O O O O O O
1404,Reaching the summit of Kangchenjunga is a dream for many climbers.,O O O O B-Mountain O O O O O O
1405,Mount Kilimanjaro is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
1406,Many climbers train for years to attempt Mount Kilimanjaro.,O O O O O O O B-Mountain O
1407,We are planning an expedition to Mount Fuji next year.,O O O O O O B-Mountain I-Mountain O O
1408,K2 is often attempted by experienced mountaineers.,B-Mountain O O O O O O
1409,We are preparing for a climb to Denali.,O O O O O O O O
1410,Reaching the summit of Mount Kilimanjaro is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
1411,Dhaulagiri is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
1412,Scaling Mount Kilimanjaro is considered a major achievement.,O B-Mountain I-Mountain O O O O O
1413,Dhaulagiri is known for its incredible views.,B-Mountain O O O O O O
1414,Kangchenjunga offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
1415,We are preparing for a climb to Makalu.,O O O O O O O O
1416,The ascent of Aconcagua is both mentally and physically demanding.,O O O B-Mountain O O O O O O
1417,Lhotse has always been on my bucket list.,B-Mountain O O O O O O O
1418,The locals have a rich history of guiding climbers to the top of Manaslu.,O O O O O O O O O O O O O O
1419,Several teams have attempted to climb Kangchenjunga this season.,O O O O O O B-Mountain O O
1420,We are preparing for a climb to Aconcagua.,O O O O O O O O
1421,Annapurna is often attempted by experienced mountaineers.,B-Mountain O O O O O O
1422,Do you know the history of expeditions to Manaslu?,O O O O O O O O O
1423,I hope to reach the top of Manaslu one day.,O O O O O O O B-Mountain O O
1424,The landscape around K2 is truly breathtaking.,O O O B-Mountain O O O
1425,Mont Blanc is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
1426,Aconcagua is part of the Seven Summits challenge.,B-Mountain O O O O O O O
1427,Lhotse is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
1428,Scaling Cho Oyu is considered a major achievement.,O B-Mountain I-Mountain O O O O O
1429,Denali is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
1430,Dhaulagiri is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
1431,Cho Oyu offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
1432,I read an article about a recent expedition to Cho Oyu.,O O O O O O O O O B-Mountain O
1433,Kangchenjunga is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
1434,Climbers usually spend weeks acclimatizing before attempting Kangchenjunga.,O O O O O O O O
1435,I plan to climb Mount Kilimanjaro next summer.,O O O O B-Mountain I-Mountain O O
1436,The local guides know the best routes to summit Mount Everest.,O O O O O O O O O B-Mountain O
1437,I plan to climb Mount Fuji next summer.,O O O O B-Mountain I-Mountain O O
1438,Mount Elbrus has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
1439,Mount Fuji has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
1440,The locals have a rich history of guiding climbers to the top of Annapurna.,O O O O O O O O O O O O O O
1441,Do you know the history of expeditions to Annapurna?,O O O O O O O O O
1442,Many mountaineers attempt to conquer Cho Oyu every year.,O O O O O B-Mountain I-Mountain O O
1443,"In the winter, climbing Kangchenjunga becomes even more challenging.",O O O O B-Mountain O O O O
1444,Annapurna is famous for its extreme weather conditions.,B-Mountain O O O O O O O
1445,Manaslu is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
1446,The ascent of Manaslu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
1447,The locals have a rich history of guiding climbers to the top of Aconcagua.,O O O O O O O O O O O O O O
1448,The landscape around Denali is truly breathtaking.,O O O B-Mountain O O O
1449,The view from the top of Mount Kilimanjaro is breathtaking.,O O O O O O B-Mountain I-Mountain O O
1450,Do you know the history of expeditions to K2?,O O O O O O O O O
1451,Several expeditions to Annapurna have been successful this year.,O O O B-Mountain O O O O O
1452,The local guides know the best routes to summit Denali.,O O O O O O O O O O
1453,Standing on top of Makalu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
1454,Lhotse is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
1455,"After months of training, I’m finally ready to climb Mount Elbrus.",O O O O O O O O O B-Mountain O
1456,Photographers love capturing the beauty of Dhaulagiri.,O O O O O O O
1457,Mont Blanc has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
1458,Climbers usually spend weeks acclimatizing before attempting Mount Everest.,O O O O O O O B-Mountain O
1459,Mount Elbrus has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
1460,Annapurna is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
1461,Climbers usually spend weeks acclimatizing before attempting Mont Blanc.,O O O O O O O B-Mountain O
1462,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
1463,The summit of Dhaulagiri is covered in snow all year round.,O O O B-Mountain O O O O O O O
1464,The landscape around Makalu is truly breathtaking.,O O O B-Mountain O O O
1465,"During the summer, we will try to summit K2.",O O O O O O O O O
1466,K2 stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
1467,The view from the top of Aconcagua is breathtaking.,O O O O O O B-Mountain O O
1468,Hiking around K2 is an unforgettable experience.,O O B-Mountain O O O O
1469,Have you ever been to Mount Kilimanjaro?,O O O O O B-Mountain O
1470,Hiking around Lhotse is an unforgettable experience.,O O B-Mountain O O O O
1471,Cho Oyu stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
1472,Climbers often talk about the challenges of scaling Aconcagua.,O O O O O O O O O
1473,Many mountaineers attempt to conquer Mount Fuji every year.,O O O O O B-Mountain I-Mountain O O
1474,There are strict environmental regulations around Cho Oyu.,O O O O O O B-Mountain O
1475,"In the winter, climbing Makalu becomes even more challenging.",O O O O B-Mountain O O O O
1476,There are multiple routes to the summit of Annapurna.,O O O O O O O O O
1477,Mont Blanc stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
1478,"After months of training, I’m finally ready to climb Manaslu.",O O O O O O O O O O
1479,Mont Blanc is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
1480,Mount Everest is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
1481,Do you know the history of expeditions to Kangchenjunga?,O O O O O O O O O
1482,Many mountaineers attempt to conquer Manaslu every year.,O O O O O B-Mountain O O
1483,Mont Blanc is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
1484,There are strict environmental regulations around Denali.,O O O O O O O
1485,Mount Elbrus is known for its incredible views.,B-Mountain I-Mountain O O O O O O
1486,Mountaineers often face severe weather conditions on Mont Blanc.,O O O O O O O B-Mountain O
1487,The view from the top of K2 is breathtaking.,O O O O O O B-Mountain O O
1488,Photographers love capturing the beauty of Dhaulagiri.,O O O O O O O
1489,Photographers love capturing the beauty of Lhotse.,O O O O O O O
1490,Climbers often talk about the challenges of scaling Kangchenjunga.,O O O O O O O O O
1491,Climbers usually spend weeks acclimatizing before attempting Annapurna.,O O O O O O O O
1492,Many mountaineers attempt to conquer Denali every year.,O O O O O B-Mountain O O
1493,Mount Elbrus is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
1494,Dhaulagiri is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
1495,Reaching the summit of Kangchenjunga is a dream for many climbers.,O O O O B-Mountain O O O O O O
1496,The wildlife near Lhotse is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
1497,The local guides know the best routes to summit Lhotse.,O O O O O O O O O O
1498,We are planning an expedition to Mount Elbrus next year.,O O O O O O B-Mountain I-Mountain O O
1499,"During the summer, we will try to summit Cho Oyu.",O O O O O O O O B-Mountain O
1500,Mont Blanc is known for its incredible views.,B-Mountain I-Mountain O O O O O O
1501,Mount Everest offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
1502,Mount Fuji stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
1503,Climbers usually spend weeks acclimatizing before attempting Annapurna.,O O O O O O O O
1504,The base camp of Aconcagua attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
1505,I read an article about a recent expedition to Annapurna.,O O O O O O O O O O
1506,Many climbers train for years to attempt Mount Kilimanjaro.,O O O O O O O B-Mountain O
1507,K2 is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
1508,There are strict environmental regulations around Denali.,O O O O O O O
1509,The altitude of Mount Kilimanjaro poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
1510,Climbers usually spend weeks acclimatizing before attempting Mount Kilimanjaro.,O O O O O O O B-Mountain O
1511,Mount Everest is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
1512,Many climbers train for years to attempt Makalu.,O O O O O O O O
1513,Mountaineers often face severe weather conditions on Aconcagua.,O O O O O O O O
1514,Aconcagua has always been on my bucket list.,B-Mountain O O O O O O O
1515,Several teams have attempted to climb Lhotse this season.,O O O O O O B-Mountain O O
1516,Dhaulagiri stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
1517,The weather near K2 can change rapidly.,O O O B-Mountain O O O
1518,"During the summer, we will try to summit Aconcagua.",O O O O O O O O O
1519,Many mountaineers attempt to conquer Manaslu every year.,O O O O O B-Mountain O O
1520,Many mountaineers attempt to conquer Mount Elbrus every year.,O O O O O B-Mountain I-Mountain O O
1521,Have you ever been to Aconcagua?,O O O O O O
1522,I plan to climb Aconcagua next summer.,O O O O B-Mountain O O
1523,Standing on top of Denali feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
1524,The landscape around Mont Blanc is truly breathtaking.,O O O B-Mountain I-Mountain O O O
1525,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
1526,Several expeditions to Denali have been successful this year.,O O O B-Mountain O O O O O
1527,"After months of training, I’m finally ready to climb Manaslu.",O O O O O O O O O O
1528,There are multiple routes to the summit of Manaslu.,O O O O O O O O O
1529,Scaling Lhotse is considered a major achievement.,O B-Mountain O O O O O
1530,Have you ever been to Mount Elbrus?,O O O O O B-Mountain O
1531,Mount Kilimanjaro is known for its incredible views.,B-Mountain I-Mountain O O O O O O
1532,There are strict environmental regulations around Cho Oyu.,O O O O O O B-Mountain O
1533,The view from the top of Denali is breathtaking.,O O O O O O B-Mountain O O
1534,The local guides know the best routes to summit Cho Oyu.,O O O O O O O O O B-Mountain O
1535,The altitude of Manaslu poses a significant challenge.,O O O B-Mountain O O O O
1536,We visited the base camp of Aconcagua.,O O O O O O O
1537,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
1538,Mount Elbrus is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
1539,The ascent of Annapurna is both mentally and physically demanding.,O O O B-Mountain O O O O O O
